"CO_ENTIDADE","NO_ENTIDADE","TIPO_ENSINO","NO_ORGAO_REGIONAL","GEO_LONGITUDE","GEO_LATITUDE"
"53068076","CEF 02 DO ARAPOANGA","Ensino Fundamental Anos Iniciais","PLANALTINA","-47.6328923","-15.6363234"
"53068084","EC 15 DE PLANALTINA","Ensino Fundamental Anos Iniciais","PLANALTINA","-47.685362","-15.6186182"
"53000854","CEF 01 DO PLANALTO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.924538","-15.8282444"
"53001435","EC DA VILA DO RCG","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.95000043","-15.76258424"
"53001451","EC 102 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8905611","-15.8029629"
"53001478","EC 106 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8840242","-15.7691803"
"53001486","EC 108 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.90328952","-15.81711174"
"53001494","EC 111 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9120784","-15.8231771"
"53001508","EC 113 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8906043","-15.7473584"
"53001516","EC 114 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9196728","-15.8279352"
"53001524","EC 115 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.892796","-15.7410982"
"53001532","EC 204 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8917656","-15.8115374"
"53001540","EC 206 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8965918","-15.8163291"
"53001559","EC 209 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9030536","-15.8215785"
"53001575","EC 302 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8856334","-15.7820883"
"53001583","EC 304 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8862591","-15.7762794"
"53001591","EC 304 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8963181","-15.8056132"
"53001605","EC 305 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.89852923","-15.80777933"
"53001613","CEF 306 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.88698997","-15.77104854"
"53001621","EC 308 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9053277","-15.8136166"
"53001630","EC 312 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8928758","-15.7523573"
"53001648","EC 314 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9218978","-15.827159"
"53001664","EC BEIJA-FLOR","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8966194","-15.7389096"
"53001672","EC 316 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9271476","-15.8304045"
"53001680","EC 403 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8762752","-15.7774394"
"53001699","EC 405 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8769603","-15.7707316"
"53001710","EC 407 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.87846782","-15.76233238"
"53001737","EC 410 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9050671","-15.826802"
"53001745","EC 411 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8821589","-15.7528269"
"53001753","EC 413 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9129472","-15.8313284"
"53001761","EC 415 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8862886","-15.739818"
"53001770","EC 416 SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.92178149","-15.83765734"
"53001788","EC 708 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8919241","-15.7680955"
"53001800","EC DO SMU","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.930947","-15.7749422"
"53001818","EC GRANJA DO TORTO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9117538","-15.7052429"
"53001869","EPAR 303-304 NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.7935258","-15.6584727"
"53001893","ESC DO PARQUE DA CIDADE - PROEM","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9133745","-15.8091194"
"53008774","CEF 01 DO CRUZEIRO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9365231","-15.7846209"
"53008820","EC 04 DO CRUZEIRO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9415157","-15.7959706"
"53008839","EC 05 DO CRUZEIRO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9435526","-15.7985299"
"53008847","EC 06 DO CRUZEIRO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9376693","-15.7944393"
"53008855","EC 08 DO CRUZEIRO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.9454356","-15.8039099"
"53009410","CEF 01 DO LAGO NORTE","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.87295923","-15.73355942"
"53009436","CEF 01 DO VARJAO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8783231","-15.7092064"
"53009444","EC OLHOS DAGUA","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.86407301","-15.69318485"
"53009525","EC 01 SHI-SUL","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8931039","-15.8476233"
"53009533","EC JARDIM BOTANICO","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8404948","-15.8744364"
"53009584","CEF 06 DE BRASILIA","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.8776662","-15.8560498"
"53012798","EC ASPALHA","Ensino Fundamental Anos Iniciais","PLANO PILOTO","-47.834088","-15.7327927"
"53008979","CED MYRIAM ERVILHA","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.242001","-15.940488"
"53009355","CEF 106 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0820843","-15.9053478"
"53009363","CEF 115 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.1075794","-15.9255088"
"53009401","EC 102 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0615346","-15.9019427"
"53009860","CEF 306 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0971463","-15.9187275"
"53011066","CED 104 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.07115617","-15.90066873"
"53011600","CEF 206 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.06898","-15.90604667"
"53012119","CED 308 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.1013481","-15.9234114"
"53012127","CEF 405 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.06567974","-15.91310038"
"53012186","CEF 101 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.21720271","-15.81920522"
"53012828","CEF 801 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.05213714","-15.91875422"
"53012887","EC 401 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0562229","-15.9091142"
"53013239","CEF 802 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0509352","-15.9234712"
"53013247","EC 510 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0694481","-15.909795"
"53013530","CEF 301 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0849761","-15.9089975"
"53014260","CEF 602 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.054521","-15.9154323"
"53014600","EC 404 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0613871","-15.9125445"
"53014618","EC 803 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0543256","-15.9231905"
"53016793","EC 203 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.0650068","-15.9045908"
"53018605","CEF 113 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.10281784","-15.91824212"
"53019610","CEF 103 DO RECANTO DAS EMAS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.067695","-15.900073"
"53068238","EC VILA BURITIS","Ensino Fundamental Anos Iniciais","RECANTO DAS EMAS","-48.23065","-15.94619"
"53008944","CAIC AYRTON SENNA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.111967","-15.889647"
"53008952","CAIC HELENA REIS","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1043655","-15.8776798"
"53009053","EC 108 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0750367","-15.8726318"
"53009061","EC 111 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1054792","-15.88571902"
"53009088","EC 121 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1204656","-15.8926293"
"53009096","EC 303 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0942647","-15.8822689"
"53009118","EC 317 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1109613","-15.8910858"
"53009126","EC 318 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0629851","-15.8755384"
"53009134","EC 325 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1230286","-15.8971919"
"53009142","EC 403 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0975957","-15.8735463"
"53009150","CCMCEF 407 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0511541","-15.8406777"
"53009169","EC 410 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0799455","-15.8588603"
"53009177","CEF 412 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0755913","-15.8562914"
"53009185","EC 415 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1168321","-15.8790259"
"53009193","EC 419 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1201113","-15.8850542"
"53009207","EC 425 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.08536175","-15.8612014"
"53009215","EC 431 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1437294","-15.8954882"
"53009223","EC 501 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0868984","-15.885972"
"53009240","EC 511 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0699552","-15.8693995"
"53009258","EC 614 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0742351","-15.8533165"
"53009266","EC GUARIROBA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1735671","-15.861112"
"53009347","CEF TAMANDUA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1433138","-15.9393666"
"53010019","CED 619 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1225404","-15.8791172"
"53010060","EC 512 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0681811","-15.8788438"
"53011597","CEF 427 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1386344","-15.8921888"
"53013867","EC 604 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.08761929","-15.86133993"
"53017064","EC 502 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.0840306","-15.8851845"
"53068173","EC 831 DE SAMAMBAIA","Ensino Fundamental Anos Iniciais","SAMAMBAIA","-48.1476249","-15.8879576"
"53009649","CAIC ALBERT SABIN","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0287107","-16.0305046"
"53009657","CAIC SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.9969282","-16.008469"
"53009665","CEF 308 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0223783","-16.027675"
"53009673","EC 206 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0303006","-16.0262966"
"53009681","EC 116 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.9943162","-16.0026037"
"53009703","EC 203 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0331672","-16.0373142"
"53009711","CEF SARGENTO LIMA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.9748276","-15.9810457"
"53009851","CEF 213 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0026588","-16.0081899"
"53009878","CEF 403 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0265671","-16.0378062"
"53011511","EC 218 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.9876283","-16.0072686"
"53012054","CEF SANTOS DUMONT","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.9974566","-15.9934853"
"53013565","EC 215 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.999327","-16.0065998"
"53014235","EC 100 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0383635","-16.0424561"
"53014294","CEF 418 DE SANTA MARIA","Ensino Fundamental Anos Iniciais","SANTA MARIA","-47.9861905","-16.0140337"
"53068190","EC 01 DO PORTO RICO","Ensino Fundamental Anos Iniciais","SANTA MARIA","-48.0175464","-16.0350236"
"53009720","CAIC UNESCO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7738424","-15.9019166"
"53009746","CEF NOVA BETANIA","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7931429","-15.9499421"
"53009754","EC AGROVILA SAO SEBASTIAO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7588123","-15.91070941"
"53009762","EC CACHOEIRINHA","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7517513","-15.9896415"
"53009770","EC CERAMICA DA BENCAO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.76963361","-15.90447399"
"53009797","CEF JATAI","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.8006493","-16.019645"
"53011040","CEF DO BOSQUE","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7563901","-15.9052962"
"53011988","CED SAO JOSE","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7594661","-15.9128456"
"53012070","EC AGUILHADA","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7394608","-15.9629807"
"53012178","EC SAO BARTOLOMEU","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7390364","-15.9104038"
"53012496","EC VILA DO BOA","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7911658","-15.8777618"
"53013484","EC 104 DE SAO SEBASTIAO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7824941","-15.8959545"
"53014286","EC 303 DE SAO SEBASTIAO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7820276","-15.9033707"
"53014570","EC VILA NOVA","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7592852","-15.9136622"
"53014588","EC BELA VISTA","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7546263","-15.913359"
"53068211","CEF MIGUEL ARCANJO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7812194","-15.8925918"
"53068220","EC DOM BOSCO","Ensino Fundamental Anos Iniciais","SÃO SEBASTIÃO","-47.7739747","-15.902582"
"53005309","CAIC JULIA KUBITSCHEK DE OLIVEIRA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8232111","-15.6431441"
"53005333","CEF 01 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7928529","-15.6575757"
"53005368","CEF 04 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7785504","-15.6460667"
"53005384","EC 15 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8094072","-15.6523105"
"53005392","CENTRO EDUCACIONAL FERCAL","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.88093539","-15.59067253"
"53005406","CENTRO DE ENSINO FUNDAMENTAL QUEIMA LENCOL","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8432782","-15.5890238"
"53005627","EC 01 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7988424","-15.6497198"
"53005635","EC 05 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8020339","-15.6401681"
"53005651","EC 10 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7969558","-15.6588977"
"53005660","EC 11 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.788495","-15.6454082"
"53005678","EC 12 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8088898","-15.6589196"
"53005686","EC 13 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8633865","-15.6537846"
"53005694","EC BOA VISTA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.9225259","-15.5886076"
"53005708","EC CATINGUEIRO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.9353969","-15.5635756"
"53005716","EC CORA CORALINA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7495955","-15.7291325"
"53005732","EC ENGENHO VELHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.86920537","-15.60169722"
"53005740","CED PROF CARLOS RAMOS MOTA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.9506603","-15.6178586"
"53005759","EC MORRO DO SANSAO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8233046","-15.6195292"
"53005767","EC RIBEIRAO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.966528","-15.506021"
"53005775","EC RUA DO MATO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8772282","-15.6111676"
"53005783","EC SANTA HELENA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.79911997","-15.70654803"
"53005791","EC SITIO DAS ARAUCARIAS","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7429992","-15.6980284"
"53005805","EC SONHEM DE CIMA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.845489","-15.5074971"
"53006356","EC BROCHADO DA ROCHA","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7125972","-15.6213068"
"53012550","EC LOBEIRAL","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8421498","-15.5898909"
"53013492","EC BASEVI","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8896063","-15.645984"
"53013506","EC CORREGO DO ARROZAL","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.7349011","-15.6454241"
"53013514","EC 14 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.81643143","-15.64388376"
"53013522","CEF 08 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.82812806","-15.63935337"
"53017412","CEF 09 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8207278","-15.6427267"
"53068041","EC 17 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.8474375","-15.6234108"
"53068050","EC 16 DE SOBRADINHO","Ensino Fundamental Anos Iniciais","SOBRADINHO","-47.754718","-15.6491087"
"53003381","CAIC PROF WALTER JOSE DE MOURA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.02696296","-15.86255418"
"53003446","CEF 03 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.048924","-15.8402808"
"53003489","CEF 09 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0502014","-15.8426244"
"53004027","EC 01 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0620596","-15.8359204"
"53004035","EC 06 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0622972","-15.8198848"
"53004043","EC 08 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0653583","-15.80158"
"53004051","EC 10 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.04757536","-15.85021454"
"53004060","EC 11 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.04402501","-15.85661213"
"53004078","EC 12 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0796582","-15.8060066"
"53004086","EC 13 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0372436","-15.8641574"
"53004094","EC 15 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0590888","-15.8059566"
"53004108","EC 16 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0602256","-15.7963018"
"53004116","EC 17 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.05511439","-15.83470991"
"53004124","EC 18 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.05952532","-15.8124342"
"53004132","EC 19 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.05663494","-15.82282361"
"53004140","EBLP DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0768397","-15.8021947"
"53004167","CEI 05 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0814583","-15.8155134"
"53004175","EC 27 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0683832","-15.8134109"
"53004191","EC 29 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0858504","-15.8147923"
"53004213","EC 39 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0673328","-15.8242516"
"53004221","CEF 19 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0792474","-15.8203165"
"53004230","EC 41 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0874728","-15.82449839"
"53004248","EC 42 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.095692","-15.8075644"
"53004264","EC 45 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.1069983","-15.7945917"
"53004272","EC 46 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0912213","-15.8141651"
"53004299","EC 55 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0943455","-15.8159096"
"53004302","CEI 06 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0894056","-15.8196504"
"53004310","EC 50 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0752585","-15.8313557"
"53004337","EC 52 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.1024388","-15.8011756"
"53004345","EC 53 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0884195","-15.831577"
"53004353","EC 55 DE CEILANDIA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.1417717","-15.7906401"
"53004361","EC ARNIQUEIRA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.000714","-15.8621697"
"53004370","EC COLONIA AGRICOLA VICENTE PIRES","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0146253","-15.8130835"
"53004396","EC 54 DE TAGUATINGA","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0491374","-15.8529937"
"53019652","EC 26 DE SETEMBRO","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.074474","-15.800568"
"53068017","EC 02 DE VICENTE PIRES","Ensino Fundamental Anos Iniciais","TAGUATINGA","-48.0487781","-15.8005866"
